,status,age,education,profession,device,account_balance,loan,mortgage,credit,positive,n_contact,l_call_duration,subscribed,p_campain,month,day
8725,married,34,bachelor,architect,cellular,0.07575833997437735,False,False,False,True,0.0967741935483871,0.2077922077922078,False,False,8,8
8726,married,30,master,engineer,unknown,0.08896308924554379,False,True,False,True,0.1774193548387097,0.15584415584415584,False,False,5,28
8727,married,45,master,scientist,cellular,0.07621228475451676,True,False,False,True,0.016129032258064516,0.3506493506493507,False,False,8,18
8728,single,37,master,technician,cellular,0.07043205455407492,True,False,False,False,0.0,0.24675324675324678,False,False,7,10
8729,single,30,doctoral,technician,cellular,0.07557676206232158,False,False,False,True,0.0,0.15584415584415584,False,True,8,13
8730,divorced,39,master,teacher,unknown,0.07280265507258074,True,True,False,True,0.016129032258064516,0.27272727272727276,False,False,6,25
8731,married,49,master,scientist,telephone,0.08270873894140078,False,False,False,True,0.016129032258064516,0.40259740259740256,False,False,7,30
8732,married,39,master,technician,cellular,0.08558372254895039,False,True,False,True,0.0,0.27272727272727276,False,False,4,17
8733,married,35,master,engineer,unknown,0.07700921003520594,False,True,False,True,0.0,0.2207792207792208,False,False,5,21
8734,married,44,master,technician,cellular,0.07371054463285956,False,True,False,True,0.04838709677419355,0.3376623376623377,False,False,7,15
8735,single,29,doctoral,student,cellular,0.10267222160575401,False,False,False,True,0.0,0.14285714285714285,True,True,5,12
8736,divorced,45,master,technician,telephone,0.08454469338552018,True,True,False,True,0.0,0.3506493506493507,False,False,10,20
8737,single,30,master,scientist,cellular,0.07535483350314232,False,False,False,True,0.016129032258064516,0.15584415584415584,False,False,8,12
8738,married,39,master,scientist,unknown,0.07735219053575573,False,False,False,True,0.0,0.27272727272727276,False,False,5,26
8739,married,38,doctoral,manager,cellular,0.08367715447236486,False,True,False,True,0.0,0.25974025974025977,False,False,2,2
8740,married,54,doctoral,manager,cellular,0.1500539689905277,False,True,False,True,0.0,0.4675324675324675,False,False,5,7
8741,married,28,bachelor,engineer,unknown,0.07294388233751299,False,True,False,True,0.016129032258064516,0.12987012987012986,False,False,5,13
8742,married,43,master,teacher,cellular,0.0952981408439338,False,True,False,True,0.0,0.32467532467532473,False,True,1,28
8743,married,33,bachelor,manager,cellular,0.07518334325286744,False,True,False,True,0.03225806451612903,0.19480519480519481,False,False,5,14
8744,married,40,bachelor,teacher,cellular,0.07434606732505473,True,True,False,True,0.03225806451612903,0.28571428571428575,False,False,5,8
8745,married,43,master,student,cellular,0.05995097396374495,False,False,True,False,0.0,0.32467532467532473,False,False,7,10
8746,divorced,52,bachelor,engineer,unknown,0.0710675772462701,False,True,False,False,0.0,0.44155844155844154,True,False,5,15
8747,married,56,doctoral,accountant,unknown,0.10646518243536332,False,False,False,True,0.016129032258064516,0.4935064935064935,False,False,6,16
8748,married,48,master,engineer,cellular,0.08332408631003421,True,True,False,True,0.12903225806451613,0.3896103896103896,False,False,5,15
8749,married,35,master,engineer,cellular,0.07866358656726959,False,True,False,True,0.0,0.2207792207792208,False,False,1,29
8750,married,44,doctoral,scientist,cellular,0.11438399693335083,False,True,False,True,0.016129032258064516,0.3376623376623377,False,True,11,20
8751,single,31,master,technician,unknown,0.07843157034630945,False,False,False,True,0.03225806451612903,0.16883116883116883,False,False,5,9
8752,married,46,bachelor,engineer,unknown,0.08131664161563992,False,True,False,True,0.016129032258064516,0.3636363636363637,False,False,6,2
8753,divorced,46,doctoral,retired,cellular,0.07362984333861256,True,False,False,True,0.0,0.3636363636363637,False,False,7,23
8754,married,38,master,scientist,cellular,0.09096044627815719,False,True,False,True,0.016129032258064516,0.25974025974025977,False,False,5,7
8755,married,45,master,teacher,cellular,0.0741140511040946,False,False,True,True,0.11290322580645161,0.3506493506493507,False,False,7,18
8756,single,37,doctoral,retired,cellular,0.07339782711765241,False,False,False,True,0.14516129032258063,0.24675324675324678,False,True,11,21
8757,married,36,master,engineer,cellular,0.09482402074023263,False,True,False,True,0.0,0.2337662337662338,False,False,11,20
8758,married,29,doctoral,scientist,cellular,0.06387507439650564,True,True,False,False,0.016129032258064516,0.14285714285714285,False,False,7,31
8759,divorced,32,doctoral,scientist,unknown,0.07280265507258074,True,True,False,True,0.0,0.18181818181818182,False,False,5,23
8760,single,30,master,manager,cellular,0.14425356346652413,False,True,False,True,0.0967741935483871,0.15584415584415584,False,False,8,28
8761,married,50,doctoral,scientist,cellular,0.07578860295971998,False,False,False,True,0.04838709677419355,0.41558441558441556,False,False,8,19
8762,married,40,bachelor,engineer,unknown,0.07129959346723024,False,True,False,False,0.0,0.28571428571428575,False,False,5,13
8763,married,49,master,student,cellular,0.09618585508065086,False,True,False,True,0.08064516129032258,0.40259740259740256,False,False,5,15
8764,married,42,master,engineer,cellular,0.12399753861052548,False,True,False,True,0.016129032258064516,0.31168831168831174,False,False,7,17
8765,single,31,master,teacher,unknown,0.13067557070946528,False,True,False,True,0.016129032258064516,0.16883116883116883,False,False,5,23
8766,married,44,bachelor,engineer,unknown,0.07552632375341721,False,True,False,True,0.03225806451612903,0.3376623376623377,False,False,5,13
8767,married,57,bachelor,accountant,cellular,0.10265204628219227,False,False,False,True,0.04838709677419355,0.5064935064935066,False,False,8,19
8768,married,42,master,engineer,unknown,0.07406361279519022,False,True,False,True,0.0,0.31168831168831174,False,False,5,23
8769,single,46,master,scientist,cellular,0.11244716587142267,False,True,False,True,0.0,0.3636363636363637,False,True,6,3
8770,married,45,doctoral,scientist,cellular,0.18869980127306293,False,False,False,True,0.03225806451612903,0.3506493506493507,False,False,8,22
8771,married,60,bachelor,accountant,cellular,0.07330703816162452,False,False,False,True,0.0,0.5454545454545454,False,False,6,4
8772,divorced,39,master,teacher,cellular,0.0701899506713339,False,True,False,False,0.0,0.27272727272727276,False,False,5,11
8773,married,45,bachelor,engineer,cellular,0.09051658915979865,False,False,False,True,0.016129032258064516,0.3506493506493507,False,False,8,12
8774,married,36,master,engineer,unknown,0.07189476551230191,False,True,False,False,0.016129032258064516,0.2337662337662338,False,False,6,3
8775,married,37,doctoral,manager,cellular,0.07280265507258074,False,False,True,True,0.0,0.24675324675324678,False,True,11,17
8776,single,31,master,technician,unknown,0.07291361935217038,False,True,False,True,0.016129032258064516,0.16883116883116883,False,False,5,5
8777,single,43,master,teacher,unknown,0.08049954101138898,False,False,False,True,0.016129032258064516,0.32467532467532473,False,False,6,5
8778,divorced,31,master,engineer,cellular,0.0811148883800224,True,True,False,True,0.016129032258064516,0.16883116883116883,False,False,7,11
8779,single,32,master,teacher,cellular,0.07680745679958843,True,False,False,True,0.016129032258064516,0.18181818181818182,False,False,7,25
8780,married,35,bachelor,engineer,cellular,0.07550614842985545,False,True,False,True,0.016129032258064516,0.2207792207792208,False,True,5,13
8781,single,31,doctoral,manager,cellular,0.07598026853355662,False,True,False,True,0.016129032258064516,0.16883116883116883,False,False,8,12
8782,married,55,master,engineer,cellular,0.07492106404656465,False,True,False,True,0.016129032258064516,0.4805194805194805,False,True,5,5
8783,single,40,master,engineer,unknown,0.07281274273436161,False,True,False,True,0.0,0.28571428571428575,False,False,5,8
8784,married,47,master,teacher,cellular,0.07280265507258074,False,False,True,True,0.33870967741935487,0.3766233766233767,False,False,8,28
8785,married,30,doctoral,scientist,cellular,0.07796753790438915,False,False,False,True,0.1774193548387097,0.15584415584415584,True,False,8,27
8786,married,49,master,student,cellular,0.07099696361380396,True,True,False,False,0.0,0.40259740259740256,False,False,1,29
8787,married,59,bachelor,architect,cellular,0.07313554791134964,True,False,False,True,0.016129032258064516,0.5324675324675325,False,False,7,15
8788,married,38,master,technician,cellular,0.0796622650835763,False,True,False,True,0.0,0.25974025974025977,False,True,5,25
8789,married,48,master,scientist,unknown,0.07285309338148512,False,False,False,True,0.08064516129032258,0.3896103896103896,False,False,6,9
8790,single,37,master,teacher,cellular,0.07329695049984365,False,True,False,True,0.0,0.24675324675324678,False,False,7,10
8791,married,31,master,scientist,cellular,0.07280265507258074,True,False,False,True,0.08064516129032258,0.16883116883116883,False,False,7,15
8792,married,56,doctoral,manager,cellular,0.12075939917886434,False,False,False,True,0.0,0.4935064935064935,False,False,11,17
8793,married,33,master,teacher,cellular,0.09580252393297758,False,True,False,True,0.08064516129032258,0.19480519480519481,False,True,5,18
8794,married,35,doctoral,manager,cellular,0.08447407975305404,False,False,False,True,0.04838709677419355,0.2207792207792208,False,False,8,26
8796,single,41,master,engineer,cellular,0.07730175222685134,False,True,False,True,0.016129032258064516,0.29870129870129875,False,False,11,20
8797,divorced,63,master,technician,cellular,0.11529188649362965,False,False,False,True,0.016129032258064516,0.5844155844155845,True,False,9,15
8798,married,42,master,engineer,cellular,0.07442676861930174,False,True,False,True,0.0,0.31168831168831174,False,False,11,17
8799,married,47,bachelor,engineer,cellular,0.07280265507258074,False,False,False,True,0.04838709677419355,0.3766233766233767,False,False,8,26
8800,married,36,master,engineer,cellular,0.07330703816162452,False,True,False,True,0.0,0.2337662337662338,False,False,5,8
8801,single,26,doctoral,student,cellular,0.07695877172630157,True,True,False,True,0.0967741935483871,0.10389610389610388,False,False,2,2
8802,single,31,doctoral,technician,unknown,0.07280265507258074,True,True,False,True,0.0,0.16883116883116883,False,False,5,23
8803,single,38,master,technician,unknown,0.07371054463285956,False,True,False,True,0.0,0.25974025974025977,True,False,5,7
8804,single,32,master,engineer,cellular,0.07990436896631731,False,True,False,True,0.0,0.18181818181818182,False,False,4,17
8805,single,26,doctoral,manager,cellular,0.07634342435766815,False,False,False,True,0.0,0.10389610389610388,True,False,8,7
8806,single,30,master,teacher,cellular,0.0789460410971341,False,True,False,True,0.0,0.15584415584415584,False,False,11,21
8807,single,24,master,engineer,cellular,0.07283291805792337,False,True,False,True,0.0,0.07792207792207789,False,False,5,15
8808,single,31,doctoral,technician,cellular,0.07748333013890711,False,False,False,True,0.0,0.16883116883116883,False,False,6,5
8809,married,39,doctoral,manager,unknown,0.07770525869808638,True,True,False,True,0.016129032258064516,0.27272727272727276,False,False,5,23
8810,single,42,doctoral,technician,cellular,0.07432589200149299,False,True,False,True,0.0,0.31168831168831174,False,False,7,17
8811,single,40,bachelor,engineer,telephone,0.09300824161967498,False,True,False,True,0.0967741935483871,0.28571428571428575,False,False,5,14
8812,single,40,doctoral,student,telephone,0.07317589855847315,False,False,False,True,0.016129032258064516,0.28571428571428575,False,False,8,29
8813,single,31,doctoral,manager,cellular,0.07301449596997912,False,True,False,True,0.0,0.16883116883116883,False,False,5,7
8814,single,33,master,scientist,cellular,0.12033571738406756,False,False,False,True,0.03225806451612903,0.19480519480519481,False,False,8,7
8815,married,50,master,teacher,unknown,0.08181093704290283,False,True,False,True,0.0,0.41558441558441556,False,False,5,30
8816,married,37,master,scientist,cellular,0.07568772634191122,False,False,False,True,0.0,0.24675324675324678,False,True,2,2
8818,married,48,master,teacher,cellular,0.08481706025360383,True,True,False,True,0.0,0.3896103896103896,False,False,5,7
8819,married,50,master,manager,cellular,0.0739425608538197,True,True,False,True,0.06451612903225806,0.41558441558441556,False,False,5,14
8820,married,40,master,scientist,cellular,0.07584912893040523,False,False,False,True,0.08064516129032258,0.28571428571428575,False,False,8,27
8821,married,60,bachelor,accountant,unknown,0.0879139724203327,False,True,False,True,0.016129032258064516,0.5454545454545454,False,False,6,4
8822,single,25,doctoral,student,cellular,0.08081225852659613,False,True,False,True,0.0,0.09090909090909088,False,False,5,13
8823,single,25,master,teacher,cellular,0.07850218397877556,False,False,False,True,0.0,0.09090909090909088,False,False,7,8
8824,married,33,doctoral,scientist,cellular,0.07320616154381578,False,True,False,True,0.016129032258064516,0.19480519480519481,False,False,11,21
8825,married,44,master,self-employed,cellular,0.0794100735390544,False,True,False,True,0.0,0.3376623376623377,False,True,4,7
8826,married,35,master,engineer,cellular,0.07280265507258074,True,True,False,True,0.11290322580645161,0.2207792207792208,False,True,5,13
8827,married,37,master,teacher,unknown,0.08526091737196237,False,True,False,True,0.016129032258064516,0.24675324675324678,False,False,6,6
8828,married,34,doctoral,scientist,cellular,0.07280265507258074,False,False,False,True,0.0,0.2077922077922078,False,False,5,26
8829,married,52,master,student,cellular,0.07097678829024222,True,False,False,False,0.0,0.44155844155844154,False,True,11,19
8830,married,48,master,teacher,unknown,0.17735118176957765,False,False,False,True,0.11290322580645161,0.3896103896103896,False,False,6,11
8831,married,49,doctoral,manager,cellular,0.07947059950973964,False,True,False,True,0.016129032258064516,0.40259740259740256,False,True,5,7
8832,married,31,master,teacher,telephone,0.08915475481938043,False,True,False,True,0.0,0.16883116883116883,False,True,2,6
8833,married,35,master,engineer,cellular,0.07046231753941755,False,True,False,False,0.0,0.2207792207792208,False,False,7,9
8834,married,46,master,scientist,cellular,0.08133681693920167,False,False,False,True,0.016129032258064516,0.3636363636363637,True,False,8,5
8835,married,32,doctoral,manager,unknown,0.07280265507258074,False,True,False,True,0.0,0.18181818181818182,False,False,5,5
8836,divorced,42,doctoral,manager,unknown,0.07954121314220577,False,True,False,True,0.03225806451612903,0.31168831168831174,False,False,5,5
8837,married,57,bachelor,technician,telephone,0.08818633928841635,False,True,False,True,0.0,0.5064935064935066,False,False,11,17
8838,single,34,master,technician,cellular,0.07521360623821005,False,True,False,True,0.016129032258064516,0.2077922077922078,False,False,4,6
8839,married,25,master,teacher,cellular,0.0801162098637157,True,True,False,True,0.016129032258064516,0.09090909090909088,False,False,5,15
8840,married,60,master,scientist,telephone,0.07299432064641738,False,False,False,True,0.04838709677419355,0.5454545454545454,False,False,2,9
8841,married,56,master,scientist,cellular,0.07348861607368029,False,True,False,True,0.03225806451612903,0.4935064935064935,False,False,7,28
8842,married,32,doctoral,manager,cellular,0.0750723789732778,False,True,False,True,0.016129032258064516,0.18181818181818182,False,False,4,1
8843,single,28,doctoral,manager,cellular,0.07467896016382364,False,False,False,True,0.0,0.12987012987012986,False,True,8,28
8844,married,57,bachelor,architect,cellular,0.07735219053575573,True,True,False,True,0.0967741935483871,0.5064935064935066,False,True,2,11
8845,married,34,doctoral,manager,cellular,0.07292370701395125,False,True,False,True,0.03225806451612903,0.2077922077922078,False,False,7,30
8846,married,47,doctoral,manager,unknown,0.09745690046504121,False,False,False,True,0.04838709677419355,0.3766233766233767,False,False,6,23
8847,married,47,doctoral,student,cellular,0.09371437794433629,False,True,False,True,0.016129032258064516,0.3766233766233767,False,True,5,6
8848,single,32,master,manager,cellular,0.06812198000625436,True,True,False,False,0.08064516129032258,0.18181818181818182,False,False,2,3
8849,single,28,doctoral,technician,cellular,0.08890256327485853,False,True,False,True,0.0,0.12987012987012986,False,False,7,23
8850,married,32,doctoral,manager,cellular,0.06953425265557697,False,True,False,False,0.04838709677419355,0.18181818181818182,False,False,7,21
8851,married,48,master,engineer,unknown,0.08698590753649213,False,False,False,True,0.016129032258064516,0.3896103896103896,False,False,6,17
8852,married,41,doctoral,manager,unknown,0.07508246663505867,True,False,False,True,0.03225806451612903,0.29870129870129875,False,False,6,6
8853,married,44,doctoral,manager,unknown,0.07280265507258074,False,False,False,True,0.0,0.3376623376623377,False,False,5,13
8854,married,31,doctoral,scientist,telephone,0.08356619019277522,True,False,False,True,0.24193548387096775,0.16883116883116883,False,False,7,31
8855,married,48,doctoral,scientist,cellular,0.07877455084685922,False,True,False,True,0.0,0.3896103896103896,False,False,7,17
8856,married,46,master,scientist,unknown,0.07542544713560845,False,False,True,True,0.03225806451612903,0.3636363636363637,False,False,5,7
8857,single,29,master,engineer,cellular,0.07262107716052497,True,False,False,False,0.0,0.14285714285714285,True,False,7,21
8858,married,36,doctoral,manager,unknown,0.07830043074315805,False,True,False,True,0.0,0.2337662337662338,False,False,5,26
8859,single,29,doctoral,technician,cellular,0.07317589855847315,False,True,False,True,0.016129032258064516,0.14285714285714285,True,False,8,13
8860,single,27,master,engineer,cellular,0.07284300571970424,False,True,False,True,0.016129032258064516,0.11688311688311687,False,False,5,7
8861,married,70,bachelor,accountant,cellular,0.09409770909200957,False,False,False,True,0.0,0.6753246753246753,True,True,2,24
8862,married,34,bachelor,technician,unknown,0.07497150235546904,False,True,False,True,0.016129032258064516,0.2077922077922078,False,False,6,2
8863,single,23,master,manager,unknown,0.07357940502970818,False,True,False,True,0.016129032258064516,0.06493506493506496,False,False,5,19
8864,married,47,master,accountant,unknown,0.07713026197657646,False,False,False,True,0.03225806451612903,0.3766233766233767,False,False,6,16
8865,married,35,doctoral,manager,cellular,0.07841139502274769,False,True,False,True,0.0,0.2207792207792208,False,False,11,18
8866,married,45,bachelor,scientist,unknown,0.0793192845830265,False,True,False,True,0.0,0.3506493506493507,False,False,5,14
8867,married,42,doctoral,manager,cellular,0.07345835308833766,False,True,False,True,0.016129032258064516,0.31168831168831174,False,True,4,20
8868,single,31,master,scientist,cellular,0.07526404454711444,False,True,False,True,0.0,0.16883116883116883,False,False,5,5
8869,married,30,master,technician,cellular,0.07750350546246887,False,True,False,True,0.0,0.15584415584415584,False,False,5,8
8870,single,35,doctoral,manager,cellular,0.07439650563395911,True,True,False,True,0.0,0.2207792207792208,False,False,11,21
8871,married,31,master,engineer,unknown,0.06875750269844953,False,False,False,False,0.0,0.16883116883116883,False,False,6,3
8872,married,44,master,scientist,cellular,0.09618585508065086,True,True,False,True,0.016129032258064516,0.3376623376623377,False,False,7,29
8873,married,53,master,technician,unknown,0.07838113203740506,False,True,False,True,0.016129032258064516,0.45454545454545453,False,False,5,28
8874,married,33,master,teacher,unknown,0.1130625132400561,False,True,False,True,0.0,0.19480519480519481,False,False,5,20
8875,married,36,master,technician,cellular,0.0821640052052335,False,False,False,True,0.04838709677419355,0.2337662337662338,True,False,6,17
8876,married,34,master,engineer,unknown,0.07557676206232158,False,True,False,True,0.3870967741935484,0.2077922077922078,False,False,5,16
8877,married,42,bachelor,manager,cellular,0.0690197819047523,False,True,False,False,0.03225806451612903,0.31168831168831174,False,True,2,5
8878,married,34,master,retired,cellular,0.07282283039614248,True,True,False,True,0.0,0.2077922077922078,False,True,5,5
8879,married,53,master,engineer,cellular,0.07280265507258074,False,False,False,True,0.016129032258064516,0.45454545454545453,False,False,8,21
8880,married,43,master,scientist,unknown,0.07066407077503506,True,True,False,False,0.016129032258064516,0.32467532467532473,False,False,5,29
8881,married,41,doctoral,manager,unknown,0.07749341780068798,False,True,False,True,0.0,0.29870129870129875,False,False,5,5
8882,married,33,master,technician,unknown,0.0864109108149822,False,True,False,True,0.016129032258064516,0.19480519480519481,False,False,5,21
8883,married,31,doctoral,manager,cellular,0.09998890357204104,False,True,False,True,0.0,0.16883116883116883,False,True,11,10
8884,single,60,doctoral,student,cellular,0.07442676861930174,True,False,False,True,0.04838709677419355,0.5454545454545454,False,False,7,29
8885,married,50,master,manager,cellular,0.07280265507258074,False,True,False,True,0.016129032258064516,0.41558441558441556,False,False,11,19
8886,divorced,55,bachelor,accountant,unknown,0.08120567733605029,False,False,False,True,0.0,0.4805194805194805,False,False,6,17
8887,married,39,doctoral,manager,unknown,0.09135386508761136,False,True,False,True,0.0,0.27272727272727276,False,False,6,17
8888,single,32,doctoral,manager,cellular,0.0771100866530147,False,True,False,True,0.03225806451612903,0.18181818181818182,False,False,8,7
8889,single,27,doctoral,technician,cellular,0.1061423772583753,False,True,False,True,0.016129032258064516,0.11688311688311687,False,True,5,15
8890,married,52,bachelor,engineer,cellular,0.08179076171934109,False,False,False,True,0.016129032258064516,0.44155844155844154,False,False,8,21
8891,single,35,doctoral,manager,cellular,0.07855262228767995,False,True,False,True,0.03225806451612903,0.2207792207792208,False,False,4,17
8892,married,41,bachelor,engineer,unknown,0.08050962867316985,False,True,False,True,0.0,0.29870129870129875,False,False,5,15
8893,married,39,doctoral,engineer,cellular,0.07461843419313838,False,True,False,True,0.0,0.27272727272727276,False,False,4,16
8894,married,31,doctoral,manager,cellular,0.07745306715356448,False,True,False,True,0.03225806451612903,0.16883116883116883,False,False,8,14
8895,married,43,master,teacher,unknown,0.08167979743975146,True,True,False,True,0.016129032258064516,0.32467532467532473,False,False,5,26
8896,married,31,master,architect,cellular,0.07280265507258074,False,True,False,True,0.0,0.16883116883116883,False,False,7,10
8897,married,37,master,engineer,unknown,0.08128637863029729,False,False,False,True,0.016129032258064516,0.24675324675324678,False,False,5,9
8898,single,37,master,teacher,cellular,0.07329695049984365,False,True,False,True,0.016129032258064516,0.24675324675324678,False,True,11,18
8899,divorced,34,master,teacher,cellular,0.0736096680150508,False,True,False,True,0.04838709677419355,0.2077922077922078,True,False,5,15
8900,single,26,master,engineer,unknown,0.07531448285601881,False,False,False,True,0.016129032258064516,0.10389610389610388,False,False,5,14
8901,married,43,master,engineer,unknown,0.07263116482230585,True,False,False,False,0.016129032258064516,0.32467532467532473,False,False,6,20
8902,married,47,master,technician,unknown,0.08536179398977112,False,True,False,True,0.11290322580645161,0.3766233766233767,False,False,6,6
8903,divorced,53,doctoral,manager,cellular,0.07625263540164026,True,False,False,True,0.016129032258064516,0.45454545454545453,True,False,6,5
8904,divorced,33,master,scientist,cellular,0.0844135537823688,False,True,False,True,0.0,0.19480519480519481,False,True,1,29
8905,married,33,bachelor,engineer,cellular,0.091545530661448,False,True,False,True,0.22580645161290325,0.19480519480519481,False,False,7,31
8906,divorced,34,bachelor,technician,unknown,0.15967759832948322,False,True,False,True,0.016129032258064516,0.2077922077922078,False,False,5,9
8907,single,35,doctoral,manager,cellular,0.07545571012095108,True,False,False,True,0.0,0.2207792207792208,False,False,7,10
8908,married,43,master,teacher,cellular,0.07983375533385118,False,False,False,True,0.0,0.32467532467532473,True,True,6,24
8909,married,59,doctoral,manager,cellular,0.10386256569589736,False,False,False,True,0.06451612903225806,0.5324675324675325,False,False,5,4
8910,married,49,bachelor,engineer,unknown,0.07750350546246887,False,True,False,True,0.0,0.40259740259740256,False,False,6,12
8911,married,55,master,manager,unknown,0.17941915243465717,False,True,False,True,0.0,0.4805194805194805,False,False,5,30
8912,married,35,master,technician,cellular,0.07789692427192302,False,True,False,True,0.016129032258064516,0.2207792207792208,False,False,5,5
8913,married,51,bachelor,engineer,cellular,0.0774026288446601,False,True,False,True,0.016129032258064516,0.42857142857142855,False,False,8,8
8914,divorced,41,master,manager,cellular,0.0770293853587677,False,True,False,True,0.0,0.29870129870129875,True,False,7,22
8915,married,33,master,scientist,unknown,0.07432589200149299,False,True,False,True,0.016129032258064516,0.19480519480519481,False,False,5,26
8916,married,35,master,engineer,unknown,0.0726513401458676,False,True,False,False,0.0,0.2207792207792208,False,False,7,20
8917,single,32,master,scientist,cellular,0.07305484661710263,False,True,False,True,0.0,0.18181818181818182,False,False,11,18
8918,married,48,master,scientist,unknown,0.13974437865047262,False,True,False,True,0.0,0.3896103896103896,False,False,5,14
8919,married,45,master,self-employed,cellular,0.09520735188790591,False,True,False,True,0.016129032258064516,0.3506493506493507,False,False,7,29
8920,married,43,master,engineer,cellular,0.0739829115009432,False,False,False,True,0.0,0.32467532467532473,False,True,5,5
8921,married,30,bachelor,engineer,cellular,0.07620219709273589,False,True,False,True,0.016129032258064516,0.15584415584415584,False,False,7,8
8922,married,33,master,retired,cellular,0.07403334980984759,False,True,False,True,0.0,0.19480519480519481,False,True,4,17
8923,married,31,master,engineer,unknown,0.07200572979189154,False,True,False,False,0.08064516129032258,0.16883116883116883,False,False,5,20
8924,divorced,44,master,technician,cellular,0.11232611393005217,False,True,False,True,0.0,0.3376623376623377,False,False,7,15
8925,single,42,master,technician,cellular,0.07901665472960023,False,False,False,True,0.0,0.31168831168831174,False,True,12,7
8926,married,30,master,scientist,cellular,0.07302458363176001,False,True,False,True,0.03225806451612903,0.15584415584415584,False,False,7,18
8927,married,48,doctoral,manager,telephone,0.08347540123674735,False,True,False,True,0.03225806451612903,0.3896103896103896,False,False,11,18
8928,single,45,doctoral,student,cellular,0.08196225196961597,False,False,False,True,0.016129032258064516,0.3506493506493507,False,False,11,19
8929,married,69,bachelor,accountant,cellular,0.07574825231259648,False,False,False,True,0.04838709677419355,0.6623376623376624,True,False,2,4
8930,married,36,doctoral,manager,cellular,0.07914779433275163,False,False,False,True,0.0,0.2337662337662338,False,False,7,23
8931,married,27,master,teacher,cellular,0.07281274273436161,False,False,False,True,0.03225806451612903,0.11688311688311687,False,False,1,29
8932,single,44,doctoral,manager,cellular,0.07283291805792337,False,True,False,True,0.0,0.3376623376623377,False,False,5,6
8933,single,37,doctoral,manager,cellular,0.09337139744378652,False,True,False,True,0.0,0.24675324675324678,False,False,7,16
8934,married,37,doctoral,scientist,cellular,0.0794504241861779,False,False,False,True,0.0,0.24675324675324678,False,False,5,25
8935,married,33,master,scientist,cellular,0.07512281728218217,False,True,False,True,0.0,0.19480519480519481,False,False,11,18
8936,single,36,master,engineer,cellular,0.12178834068051367,False,True,False,True,0.016129032258064516,0.2337662337662338,False,False,4,9
8937,married,66,bachelor,accountant,telephone,0.07958156378932928,False,False,False,True,0.03225806451612903,0.6233766233766234,False,True,1,28
8938,divorced,43,master,scientist,cellular,0.07424519070724597,False,False,False,True,0.016129032258064516,0.32467532467532473,False,False,8,11
8939,married,58,doctoral,manager,cellular,0.16071662749291343,False,False,False,True,0.016129032258064516,0.5194805194805194,False,False,8,4
8940,single,28,master,technician,cellular,0.08952799830527283,False,True,False,True,0.016129032258064516,0.12987012987012986,False,False,5,4
8941,married,49,doctoral,manager,cellular,0.07280265507258074,False,False,False,True,0.0,0.40259740259740256,False,False,7,9
8942,married,48,master,engineer,cellular,0.08223461883769961,False,True,False,True,0.0,0.3896103896103896,False,False,11,17
8943,single,25,doctoral,unemployed,cellular,0.07739254118287923,False,True,False,True,0.0,0.09090909090909088,False,False,5,6
8944,married,38,doctoral,manager,unknown,0.1897085674511505,False,False,False,True,0.03225806451612903,0.25974025974025977,False,False,6,17
8945,married,49,bachelor,engineer,telephone,0.0771100866530147,True,True,False,True,0.03225806451612903,0.40259740259740256,False,True,2,9
8946,married,42,doctoral,manager,unknown,0.07463860951670014,False,False,False,True,0.0,0.31168831168831174,False,False,6,6
8947,divorced,35,doctoral,scientist,cellular,0.08029778777577147,False,True,False,True,0.016129032258064516,0.2207792207792208,False,False,11,17
8948,married,60,doctoral,student,cellular,0.09231219295679456,False,False,False,True,0.04838709677419355,0.5454545454545454,False,False,8,19
8949,married,36,bachelor,engineer,unknown,0.07501185300259254,True,True,False,True,0.016129032258064516,0.2337662337662338,False,False,5,30
8950,single,30,master,engineer,unknown,0.08102409942399452,True,True,False,True,0.0967741935483871,0.15584415584415584,False,False,5,21
8951,married,38,master,scientist,cellular,0.1093906043518173,False,True,False,True,0.016129032258064516,0.25974025974025977,False,True,11,19
8952,married,34,doctoral,manager,cellular,0.07433597966327386,False,False,False,True,0.04838709677419355,0.2077922077922078,False,False,8,25
8953,married,43,doctoral,student,cellular,0.16424730911621999,False,False,False,True,0.0,0.32467532467532473,False,True,2,24
8955,married,32,master,engineer,cellular,0.07582895360684348,False,True,False,True,0.016129032258064516,0.18181818181818182,True,False,5,8
8956,single,34,bachelor,engineer,cellular,0.07278247974901898,True,False,True,True,0.0,0.2077922077922078,False,False,7,7
8957,married,39,master,engineer,unknown,0.08521047906305798,False,False,False,True,0.0,0.27272727272727276,False,False,6,12
8958,married,60,bachelor,manager,cellular,0.07280265507258074,False,True,False,True,0.11290322580645161,0.5454545454545454,False,False,7,15
8959,single,31,doctoral,manager,cellular,0.08119558967426942,False,False,False,True,0.016129032258064516,0.16883116883116883,True,True,6,5
8960,single,32,master,unemployed,unknown,0.07280265507258074,False,False,False,True,0.0,0.18181818181818182,False,False,9,15
8961,married,28,master,engineer,unknown,0.07476974911985151,False,True,False,True,0.0,0.12987012987012986,False,False,6,3
8962,single,40,doctoral,manager,cellular,0.07280265507258074,True,False,False,True,0.0,0.28571428571428575,False,False,11,17
8963,married,34,master,scientist,cellular,0.07547588544451282,False,True,False,True,0.0,0.2077922077922078,True,True,12,9
